id,lgbtqiap
QXFFPQMCAK,No  
71DO2Z2LZE,Yes  
9CQ1DKQAVM,Yes  
ZGT30S3VML,Yes  
2C8TVXBYGI,No  
QWAMWJ7W7I,Yes  
V7WIIDUAAT,No  
Z352KUT4KU,I prefer not to answer  
LWOWN64TZS,No  
08TN5KS2SZ,No  
9TV4TUCVGQ,No  
OJFPPG4H9R,No  
B8OGXCAPGQ,Yes  
333DO8UEUM,Yes  
HLKND30341,Yes  
5YAMGA0LG7,Yes  
FJ59UEWUDV,No  
ZIQZI14NQ8,No  
H5EP51N40Z,Yes  
4PMA8NCFXO,Yes  
KICWCO2AM5,No  
BWN4SPH5SS,Yes  
93KCG42YPP,No  
AZS3VDWEZF,No  
4BSSCB0IAB,Yes  
X7PBY2YV0J,Yes  
0DAC0KYHCH,No  
PHYRAUZ8PF,Yes  
26JX73L3PA,Yes  
ETILB0J7Q2,Yes  
03R2CNC1IG,No  
6HH40368J4,Yes  
F3GBHFEDCJ,I prefer not to answer  
QT7F7JLNAL,No  
1A12YEVFDQ,Yes  
YJJZD3HPS5,No  
3K9CTI6MKD,No  
8YFCLU7GDH,No  
25KO688QPG,Yes  
VU58Y9JO73,I prefer not to answer  
J9266JYN9S,No  
0HWOQBSKK3,No  
AKVFZWPODV,Yes  
DBUH84XPGH,Yes  
BJJTB5LLNM,No  
0VSUNK6V8H,No  
F2UVF0U58R,Yes  
9255WQ875N,Yes  
B9QSE933VN,I prefer not to answer  
OAMRPWTQP4,No  
GCG6ZVEYGE,No  
1HBSOOFNCT,No  
FCGYBVSVZP,Yes  
SKFM4ZWMMZ,I prefer not to answer  
AVSZ3JL1G5,Yes  
YVLFWNHJNZ,Yes  
OL3JMAI888,No  
A46N390LSV,No  
HMS7GQX1QV,Yes  
TY76P6NB5G,No  
YAW2N81IKF,No  
VJZCNP8117,I prefer not to answer  
G0YQMVJOQC,Yes  
OGYPKP9EP8,Yes  
OLGOV636I6,Yes  
HLI5BJ0FPA,No  
QQYDUQJGHO,No  
3YNAUWBYA6,No  
ZU943JKGT6,No  
16SHAW41H9,Yes  
DB2ZJU1DRN,No  
LQSPL6OMBI,Yes  
35D57PPUG8,No  
Q70RFEA8OW,No  
Z61Q1Y7Y0Z,No  
6X59P0DFMI,I prefer not to answer  
HLL3ZEBKI8,Yes  
32GI46TNLD,No  
VD739N54E4,No  
XJ3ASYVV84,No  
X71DS6G6Y3,Yes  
N2PUW5A5I5,No  
VM1LDGTZS7,Yes  
KX5G170GW2,No  
XAELH9QJBF,Yes  
X1VBU8QW1Q,No  
7IZK8GDWSD,No  
PRN6KCT9U8,Yes  
OWU17CXL9R,Yes  
KTXQKUWG80,No  
GF5DN69WHF,Yes  
VXWZPAWHG1,I prefer not to answer  
0SR2TCOUVR,Yes  
BDVM4IJ3HZ,Yes  
1T2DUPG2SI,No  
4V4WLIGJTN,No  
GRHJG76GPG,Yes  
DNHHPABBLD,No  
6COFC4Y4DI,Yes  
GFQCAXC1YE,Yes  
8RP7H1FCFB,I prefer not to answer  
GRC8A46XZB,Yes  
CMLJ9555GI,Yes  
4TSWHSACX8,No  
9HO27RT0RB,No  
QA9XL6NH0L,No  
57B9ZI6AXD,I prefer not to answer  
W3WMDHE6MQ,Yes  
80R54K2Y3E,Yes  
5WI2H8VS8K,No  
SCTVMWN5GG,Yes  
UVZXF950M2,Yes  
PX2BW0IIYT,Yes  
6K74PD17YQ,No  
3EP0NMPLUP,Yes  
SQUW6UQK5M,No  
PWN5S4Z3IB,No  
97OYK53FF8,No  
RPU84YIMBD,Yes  
PDNYVUNYYE,Yes  
QH14IR509O,Yes  
VU2FW0BI9P,No  
VAPTNLUI53,No  
OTF83Q5AAA,Yes  
LQSL30DHBY,Yes  
GHBDYIR8XZ,Yes  
MC7JBZ97UB,Yes  
HT7DQZVRB0,Yes  
K59BQHSQY4,Yes  
N95IQBQQED,No  
4CJ1BCVSYU,No  
YVLJEAD7CZ,Yes  
REL2EXAP5W,No  
A4C160IFLM,No  
HANT5SBZME,Yes  
YW7ELATJ0P,Yes  
AD1PUHVO7Q,No  
CFT4IDGBVP,I prefer not to answer  
121OYSB5TP,I prefer not to answer  
NUZVTCOQ6W,No  
IU99FCUH4N,Yes  
3CMLG8G6NR,Yes  
JOWGZY9J8G,Yes  
FI5UJMBN3Y,Yes  
196CD4GSK0,Yes  
NQQCFI7CZV,Yes  
Q4EA8C6LGH,I prefer not to answer  
BOMAN1MAM8,Yes  
I1FZH9URAM,No  
UU4P8S969X,Yes  
UFXMELZQFD,Yes  
NKR5FUTDLR,No  
X4Z2482ME5,Yes  
WH8IVEJNBT,No  
55S1HXQYLQ,Yes  
QTE09BJH2V,No  
FWE64OJXCL,No  
I34ZLCAQV5,No  
TLSLPZ05WY,No  
ZI3IF1AQ8J,Yes  
7ZXZ2CSNRC,No  
XK6HO57BM6,No  
X5SZFDKNCK,No  
TCM123EGV6,No  
Q4RB8981OR,No  
3OADB4S9EP,Yes  
2VBUSK8353,No  
3O99FEPA03,Yes  
6PZRGWDMO1,Yes  
IFXH06YI2V,No  
M9HQFLWYUT,No  
5TUILF42W2,No  
R58K56SKGZ,No  
AHQ623UQ3G,Yes  
HOMI9ZZ3IP,Yes  
OY74VJAFLV,Yes  
XQYVR01U9K,No  
RKBPFQW8FU,Yes  
KL6IEMS1VM,Yes  
RPB2VABH25,I prefer not to answer  
N282TWNYTN,I prefer not to answer  
5I8H9FNEDV,No  
N8GBG8SGHT,No  
ZZTF6B1EHO,No  
P3VQOL4J0M,Yes  
23N5WWLWKK,No  
33HEYFUGNE,Yes  
CUSWV0PA3V,Yes  
Z1I3BJM12F,Yes  
40VAVVHLQQ,No  
LXGZY2R0J7,Yes  
2WPHDI9CZS,No  
38BKPAS2TM,No  
19DAVTYN7J,Yes  
E5023GHLB4,No  
S5KEKZJZXV,Yes  
KLVBJCMWTB,No  
FUUMMYF4FD,Yes  
4205JIRJSH,I prefer not to answer  
OXY7UL1JLK,No  
MUGXDEE1ZV,Yes  
I30G5VC051,No  
I96K3FNKSN,Yes  
2H94SZGOQZ,No  
R96R9SZ8GK,Yes  
TAW2UAMM0N,No  
FJV862MB9J,Yes  
TJ3OOA4BAP,Yes  
FUNKB8Q9BH,Yes  
MD3JNRRUMX,Yes  
NUX6ZC2BOH,No  
1DX62NXJHQ,Yes  
OY12985PZN,No  
6MBOBKD4YI,Yes  
DSE46A8Z1I,No  
0DBMFEAERJ,I prefer not to answer  
V2DI6C8E3P,Yes  
OH87W6CQP1,No  
U0HKR88RY5,Yes  
S433SF0QE2,No  
QETBSW5VNA,No  
GHLSTC3QG4,Yes  
IKGGS84ZKD,No  
09O1S1PJ9Y,No  
QPQNRHX5HO,No  
08WM7CXXRY,No  
Q2YSK578V9,Yes  
O8HJKRGW8N,I prefer not to answer  
X2XS665LJE,No  
MB2ABCBNZL,Yes  
034BKEUPMX,Yes  
8YSQWG77RZ,No  
4NQG6AT33A,Yes  
I0GI006LNG,Yes  
MMCAEMOPG4,No  
WDVGEN4VE6,I prefer not to answer  
5S205E3WFA,No  
G3BRQM3VD6,Yes  
TXWEC209N1,No  
M7FFKS9B6V,Yes  
CC476WOAKE,Yes  
I1ZEW1W2HX,Yes  
ZH52USOKMD,Yes  
4ZTU3QL8AF,No  
M7B2U9RUQA,Yes  
P6GHJQL2NB,Yes  
5Y807DWW13,Yes  
PL4DF6MGV4,No  
UX6HWJMZWS,No  
3PYFKFFLL1,No  
IQXEXJ9HOB,No  
GGMPUBC9GR,I prefer not to answer  
1JYFTWX2H4,No  
R6S2RH8LW2,Yes  
11ZW6A3OZS,Yes  
7F2JAW7CKN,No  
0RLWMNOO1N,No  
JCE22BSRMF,Yes  
194ZPMF8I5,No  
34B26EJDK7,No  
7P6RNODB53,Yes  
Q0P3R5EC6I,I prefer not to answer  
9LYRNI57Z8,No  
BB7XUZUXXF,Yes  
EXHTFTDVRU,Yes  
NCNGS8GYAJ,Yes  
XHJ93G4HRN,Yes  
43CPBRTX6G,No  
WDR5W60D2Z,No  
UGC60MLMK4,No  
U08QW6IU1T,No  
3O0ILFR0N0,No  
91IAJ8OWY3,Yes  
25INQQV1GS,No  
3RAK63B1B7,No  
QMK1J4CT2T,Yes  
BOHS3D1EGQ,Yes  
XNB827YVUQ,Yes  
LYTTWMU7ZN,No  
T65LMGWEG1,No  
M5AWG01KMD,Yes  
SEOVZ4OZP4,No  
AZR85M1E8T,No  
B7PZD73PSV,No  
275A8IAW4O,Yes  
XDN13A2HFI,I prefer not to answer  
SIRW5GVW8N,Yes  
6ZMLLZRC7Y,No  
263YZF2V5P,Yes  
DMU66RZCR7,No  
P4EZ7ZTC5O,No  
1WWTVTH0PK,Yes  
NDGDKATWM8,Yes  
08JJ09P8XY,No  
IO9VLSG26T,No  
YRX5JMGPPU,No  
QI3OHFCQYQ,I prefer not to answer  
QBVIB63ZJH,Yes  
DKX0L4HTFX,No  
02VS8EP6HQ,No  
IEGNYGUDFS,No  
23M1AEDXOT,No  
11GN01UAT5,I prefer not to answer  
T8IB8UMQFO,Yes  
ZS9ETJ115Y,Yes  
8F7A15AN2B,Yes  
OPP73259MV,Yes  
T308UAQDSG,No  
9VXZ2TBLK3,Yes  
3FS45L6883,No  
7YL2EOM10K,No  
BY1MIA9VF5,No  
39PIW3BLRO,No  
WBBAWNJYB2,Yes  
NED336GGXL,Yes  
HGE0YO3SBN,No  
OUP6ETFWIA,No  
OZVUXO0WW6,No  
YAMNF0GEUH,Yes  
Q4DWVP604Y,No  
CXMNU0W5DS,Yes  
LNW0D9J69N,No  
A0ISN0HSVH,Yes  
NAIMZS0RR5,No  
8EQLUMSGYZ,No  
J0V68YVAIF,No  
AOHCKRM6TH,No  
DFI6EIVUHN,No  
23J1RRP97H,No  
HTXAFLZN42,No  
TTOROC4U0L,No  
KTTFN4QMCQ,Yes  
6KL9VTHDNF,Yes  
MDW43IZT44,No  
E7KFCBEZGS,No  
7F98GG60RH,Yes  
Y182HVQMFY,No  
H2W7YA2T7U,Yes  
G9KID8V0ZX,Yes  
BF80REHL8N,Yes  
BTBOZEBFZS,Yes  
65GXDD5ZYF,No  
PD979QADO1,No  
DD24HXPE08,I prefer not to answer  
CCANVL01OH,No  
2O4NNKWWIL,Yes  
0FUFQYWN08,Yes  
6DKDE7PFM9,No  
FNIAOHHSBT,No  
QGO45OBGVI,No  
7B6V5DHMDF,I prefer not to answer  
PKLFANVUHU,No  
2IZER80QOA,No  
3P77DZIBF3,Yes  
DGZ3WL46QF,Yes  
CDHYZZBIAZ,No  
OVGDRQWBSK,Yes  
2FKN5IZPXP,No  
MR9MHDHV2W,No  
7J086K8E2P,No  
ZVZQNJFYO6,No  
68JV81YO4V,Yes  
H0E1C3QF3M,Yes  
G960UXTBB8,Yes  
UWCGPICRN0,I prefer not to answer  
5KPB6D6R7S,Yes  
UA103MYVZ9,No  
ET2WL9RSYU,No  
102DRGJJ65,Yes  
UHTPM9GB8Q,No  
SFC2HFFHLH,Yes  
WX6JBGTIM1,No  
4WP7AKOENL,No  
LH2CI55KO8,Yes  
S07IZEZ8WD,Yes  
5XG15IW7RR,No  
VO1YVRBINF,Yes  
V4U7HL2I32,No  
H85QD37RRC,No  
H8BK3667XK,I prefer not to answer  
AD6YA9FEWI,Yes  
V1ZYV2BXN7,Yes  
BA4P6GJOVZ,Yes  
MBUM147CRJ,No  
VB6MEXD3IB,No  
M0D0NI2H0K,Yes  
94TGFDIY93,I prefer not to answer  
4G893X1LAF,Yes  
5NL75QFRDM,Yes  
WWKCLS8S7U,Yes  
DEDV9ZC24P,No  
4D9LPVP7EC,Yes  
CO16KC2GOG,Yes  
PMV41GVM6K,No  
V9MO4Y2KZ9,I prefer not to answer  
2J5CQ16NGW,I prefer not to answer  
9IZFJZB8WP,No  
VQ1JXUDCHN,No  
2JTFUYU3KQ,Yes  
IGA6MDI1NR,Yes  
S5AAZ92TC0,No  
B4R91IZ14P,Yes  
AEHDG8T632,No  
2UVLPA1NHS,No  
VL9VARX3XD,I prefer not to answer  
GS2G6UZAXA,Yes  
ERSNDRN7Z2,Yes  
0FTWKKF9S1,Yes  
40QGO8RCSC,No  
1TS9RQ3DZ9,Yes  
I3KXO7125I,No  
UZE4SHH7CB,No  
W5MOT8CE9I,Yes  
Q6LPQTPN0I,I prefer not to answer  
IVY6IU1M7E,No  
1CZHSUVYZ2,Yes  
3892RCZPMO,No  
7VMM26E6RL,No  
0C054I32YO,No  
VLY96D2E2P,Yes  
XZUGGNW665,No  
YFF1IA7ROP,No  
RH1KFNUBUV,Yes  
7I6FSFIEOQ,No  
7AOB9C0H1T,No  
DRGK8R5D02,Yes  
A2E2DVUR7H,Yes  
SUWDWCPOLP,No  
SVD4SLLSY0,I prefer not to answer  
RIJ6OGPY7P,Yes  
E4KZ868HDM,No  
FIHEIHGNSW,Yes  
TFF96MAAD2,No  
2CM7KF4FI9,No  
5OWJFN1T18,Yes  
7PRSLNOD7A,Yes  
8D34YOYINK,Yes  
HY4HNMQ2UR,I prefer not to answer  
LDE0NMHUP9,Yes  
W03MVT9CK8,Yes  
YRD3GP0A67,I prefer not to answer  
4SL2XO4POE,No  
F28POBMPTA,Yes  
EVJ72AANA6,No  
C9KGJZ4JVK,No  
ORZP9W89EC,No  
BCA1R05WAL,I prefer not to answer  
4N6ZUPI1E8,No  
0N388XSJO4,Yes  
1AWBO0HF5O,No  
Q01QTRZXQM,Yes  
9T0NIXO24L,No  
K3EFG4HETM,Yes  
5K2KSU0K5V,No  
1Y1WO841A8,Yes  
RF7CKJPIXV,Yes  
757V091IOY,Yes  
BFDY3WK1CK,No  
F22R50160N,No  
18UGI9T1ZM,Yes  
VDTONWAZS1,Yes  
J4STTHZPOA,Yes  
S074LOE7I4,No  
WUCK8KSWJL,Yes  
YAS8SPZIN6,Yes  
XQ5KJ7ZLH1,Yes  
KEBL7N224M,No  
CHEK444H8F,Yes  
8BI7M01KQL,Yes  
DASG74FPYV,Yes  
06K3KGXVIG,I prefer not to answer  
MO3120X7P4,Yes  
FLJIRVA8QJ,Yes  
6VLWF78PEM,No  
59BTJ1CC0L,I prefer not to answer  
9PFZ1SSCNB,Yes  
L4MIPZWFYL,Yes  
BKLNO7BVQP,I prefer not to answer  
DLH8G70K63,Yes  
HHL3GY6FZ8,Yes  
KVBJ2RRRFV,Yes  
8RX3YSF1MF,Yes  
20HRF8YNEF,No  
05P63G9TJW,Yes  
VRBLG4XC6C,No  
TXQC0P3Y9K,No  
Z6B0ZHNKOD,No  
560Q588HBA,Yes  
QFNZTOXZ1I,No  
XQ8SQTVJBU,Yes  
DZV10WP90A,No  
ETITFXM3ZA,No  
1LX32G09D3,Yes  
1TB932FI97,No  
GF5ZXNPN82,I prefer not to answer  
7HBYBVZN3I,No  
E6BFNU38TL,Yes  
K7Y8ELRR3V,No  
M3W2L4MD5W,Yes  
UBP2A7SQL9,Yes  
0BC4QMRK4H,I prefer not to answer  
WN4CY2WJ6A,No  
Z5918O1F4N,Yes  
JAGO09XH46,Yes  
EGX7SW32YX,Yes  
TM78X5TTBQ,No  
TAF4NANEF6,No  
I0J8DMGKK4,Yes  
CFG0131FMT,Yes  
TOVJ62PYVK,I prefer not to answer  
HMDQI6IJX8,No  
4MZMCL5F95,Yes  
UZJXGPOS1T,No  
VW84K83LQJ,Yes  
P6L5C0LV1J,Yes  
XP7DXYUCOB,Yes  
QR6S60ICPM,Yes  
JYXF7W182L,Yes  
SZNFCCWMIY,Yes  
GN5VHOANFQ,I prefer not to answer  
BHJ9GTLVLU,Yes  
8JC851L0XJ,I prefer not to answer  
UUNUVIXO83,I prefer not to answer  
MUVDYN0KO1,Yes  
0K4964T50W,No  
QPDTCBAL9E,Yes  
HJ1ZEZIXY9,Yes  
JCV3R3L3MQ,Yes  
396OQBJ4H3,No  
080Z4RHJCD,Yes  
WOLS1OH5KZ,No  
AJN0UIEUC5,Yes  
ZBPJN8KR9D,Yes  
MKPOGBBNC7,Yes  
GK7S51N2L1,Yes  
CD4R5JBKLU,No  
L03PXQ4N4T,No  
91BV2XAMKO,Yes  
U6KKIICRBG,I prefer not to answer  
S2I7ZIPKVB,Yes  
0JPBGNANL8,Yes  
094C8GZ9QX,Yes  
GXQ2TD3L8L,No  
IIIK19ZXA5,Yes  
EG662ON9WW,No  
JHV6IEQPIN,Yes  
B7VSJIVPP0,No  
H0IAUMDJQE,No  
73EBQZHNBN,No  
IZJWY4WJYV,Yes  
MH9FXV0SX8,Yes  
SE4B6GVEH9,No  
Z71QVO0VV8,Yes  
27CNIUFZOG,Yes  
CGK9JBMBO2,Yes  
1Z1BI094A7,No  
M1RDL3RRSN,Yes  
BT0BP1Q29V,Yes  
TTJ3RUGZNM,Yes  
GWGKRZWHIP,Yes  
YOSDYZHRFU,No  
6BC60N3D8S,Yes  
8SB629KWKY,Yes  
UBACBDJQ7A,I prefer not to answer  
Y3M97WKWH8,Yes  
NN6SJRFL9Z,No  
ELF7EV3D2K,Yes  
1BN3RI262T,Yes  
X5I0FGBACD,No  
J65YZDZYY5,No  
F5D96T2GTU,No  
64AXZSIV9V,Yes  
11M1KJ1WKO,I prefer not to answer  
G1SCREB94Q,Yes  
B6HCLED5MC,Yes  
ESZEOPCIQV,I prefer not to answer  
JIJ5RDTZ51,Yes  
ZEL0GC0CXZ,No  
XC4NZSBVAK,Yes  
2XH5L9NECT,No  
FS0CCCVQOS,Yes  
BNNUHG5RAW,Yes  
UAQFF0KK4I,Yes  
G3KIIEHLFP,No  
OXV89RHYMZ,Yes  
A8E5CBHSBT,Yes  
ERM50RLXM6,No  
HN4Z04YX4X,Yes  
HCTPAIUN8W,No  
KONBNGIVON,No  
3F6JCH3TEB,No  
SQFNW9DURV,I prefer not to answer  
309B2K3750,Yes  
79TJROR03I,No  
5ZQUXET00Y,Yes  
ST3ZL0NCVO,No  
KANXJ7RZCO,Yes  
89I991WK2E,I prefer not to answer  
8PJQTRWMG1,Yes  
AOB06V3ON4,I prefer not to answer  
VFLSEPF8T5,No  
2KXCX8U5TI,Yes  
UFGDMV93H4,Yes  
UMKHHQIZOL,Yes  
O1XY1IWONI,Yes  
DJHUJXPQUD,No  
N6AO5D5DDG,No  
FD1VQH6DIO,No  
G6AR5BS96G,No  
L68AMDQY99,Yes  
FFL0TPOSRW,No  
1JJQE9FEI1,Yes  
STMR08IIZ5,Yes  
KRD3TRCCR8,I prefer not to answer  
EIJJKRG8NZ,Yes  
NAC7CU9CEF,Yes  
0D01L07O3H,No  
2LQL1EP894,Yes  
GGATIOALZD,No  
POHTWSZ12R,No  
7XP608P1N3,Yes  
U8QTOW64GU,No  
6RI48R6HV9,Yes  
XNLR9762CJ,No  
XR6S6RSZYY,No  
ZIC2NU0O83,No  
CGL2ETER6R,Yes  
LMDDMN6YPR,Yes  
PFIUD16ONO,No  
ADKIN1L2AO,Yes  
95TML0ZHXY,No  
PRR61T6ERT,No  
ML836HYXKB,No  
YI6RFARMF2,I prefer not to answer  
0IWNBI5AZS,Yes  
Q6WH0I4K9X,Yes  
UM2ZJ3XBYY,No  
QBKTQLSDH3,No  
JCSAF9C4DI,No  
R9YX87V8U0,No  
S0KJGA7WLG,No  
HFJMX7V9VJ,I prefer not to answer  
N5UT6LNH7Y,Yes  
UUKEO0Q93B,Yes  
16GBRNPXFX,No  
Q16QS2UI9G,Yes  
0KKCS5V830,No  
CKD9X8D8UT,Yes  
RA9DX3IR7P,I prefer not to answer  
HCHLVYASRJ,Yes  
TTTN3LODJ0,No  
I33H6TBLIZ,No  
ORTG7AIRMZ,I prefer not to answer  
NSP4Q087KG,I prefer not to answer  
NHACH8RWJK,I prefer not to answer  
HZPBNNGJ71,No  
1KAWPXB232,Yes  
XMF69SYVY6,Yes  
R788C9XY0A,No  
ISSUI4ZL3B,No  
G7NTPIUF7Q,No  
735TNP126T,I prefer not to answer  
CU28IEJKOU,No  
BMECL2VLBV,Yes  
DKCGG921OA,Yes  
LD1Y8T43TR,No  
43B4PXMZHI,No  
GFQCILZLD5,Yes  
PKVD5CEMV8,No  
XS8HSZMZ2O,No  
GTJQK7SZN5,No  
46S3ANVZ1P,No  
HZGODZ3YUG,No  
CNL3AB1IOY,I prefer not to answer  
6JFY6N18QZ,No  
GNLJRC4KQ7,No  
VUZXVGRKQY,Yes  
FJGYFXSSA7,I prefer not to answer  
LN7YHNLHV6,Yes  
GOGD888T19,No  
RNX9YYDCM8,I prefer not to answer  
S8MXN6VRBG,No  
QZIUMDN6GU,No  
XLZV42I0SQ,Yes  
HEUQ43VIQZ,Yes  
5KGKZ01I7P,Yes  
PMFQ3BS75N,No  
5G995PIWFY,Yes  
EEY2JZLTM4,Yes  
QS2HBQ5E1Z,No  
5JLCSTCJ4G,Yes  
DK0P55046D,No  
XAY6UT55TU,I prefer not to answer  
Q1Y0V3MD3A,No  
J53R1SWXX0,Yes  
MMG1I0F0CS,No  
BZE8L448KK,Yes  
E7TX0P5DIL,Yes  
BWR2PM101F,No  
ZW8IMEHGDM,Yes  
D6IAXFGBFM,No  
48D64QX99E,No  
A8EI09FCM4,No  
OU8GMKDJSL,Yes  
HTLP946T02,Yes  
3DU2PLYFL6,No  
H9IXXIZIE5,No  
L91WW2I0OO,Yes  
YYZX9NB29F,Yes  
WXP0WUROWX,No  
NZ126XL2NJ,Yes  
M5MQQ2ABRN,No  
X046X4G4JZ,No  
FF5DGDSKSY,No  
OWGRV0KYIK,No  
YD7OIWWAJY,No  
U5VO5Y0CG6,No  
0WPIRCCQ4C,No  
VLBX81IR2V,Yes  
KJ3M2H1LLK,No  
8LVDR92WP4,No  
AMZWQ19WFQ,Yes  
FGKNGYVLMW,No  
W8E9G22LLY,No  
DAYEPEVESS,Yes  
8LI0CY96RV,I prefer not to answer  
0ROKGL4VCC,No  
UF84N3KJHB,No  
AUXCCOA25R,Yes  
CXA2SIG759,Yes  
JBGN11A5RS,No  
Z9KOUQ6QWZ,Yes  
BFNAOBIF6J,I prefer not to answer  
09OOO1X2CI,No  
VD4HG5P5M3,Yes  
HNTOYPB82C,No  
XLGJHHQYE5,No  
D37RT4EXTO,No  
8EPTA8SIGO,Yes  
BBPWVRIB1V,Yes  
RCF3FYVLS1,No  
3E2P1LTJ3N,No  
PAL3CKIOSQ,No  
RMY5J79EVZ,Yes  
NLF8RWR3WQ,Yes  
T27WSYOSRS,No  
58W60K9H4J,No  
Q0M0TFLMPU,Yes  
93O5CI8ODF,No  
9ZT53BSFVA,Yes  
Q7R1Z5WNTB,No  
00PTH1FDN0,No  
LJRWNDS0Y5,I prefer not to answer  
90UK5QNRLQ,No  
DF7IVWCUM9,No  
DKRJ5OLFNZ,Yes  
EAB19R582A,Yes  
WO5HBSEWAW,No  
QBKAVC89YN,No  
R5KAJJ4Y5L,I prefer not to answer  
3FZAN5IGA5,No  
96GUO8X02U,Yes  
4MY1W6DC4Z,No  
K8KYK7J5EZ,Yes  
LW02XCUK79,Yes  
QHAY2TD12C,Yes  
UJW2IHVWV7,Yes  
G72I8RCWNR,Yes  
FIFWCHM5T1,No  
YWF630RKMV,No  
NNBV6RVEKD,No  
2SEROLG5N0,Yes  
ZR6FRCKIXT,No  
IXFZ7F0NZL,Yes  
I5X08QJBE7,Yes  
MZO24FIOEM,No  
OZ7UFT4STS,Yes  
7ONMFYU2OM,No  
VI64RKEJW8,Yes  
JJVPUG2M5N,I prefer not to answer  
EQSN4I09J3,No  
D3VK69TBYV,No  
PH8OCW1Q1U,No  
BA48CK5GRN,No  
RMPBBQ15AJ,No  
G5M14YDC67,Yes  
VJNY7M8YRF,Yes  
133HOB86OJ,No  
QAF9B21WZR,No  
920BWZQRKE,Yes  
IP9SRU0Z7O,Yes  
NAAX8K9PC9,No  
00ZTQPH6BS,I prefer not to answer  
7Y62YVKTMW,Yes  
XPM0M4YH5P,No  
7LR56QD9RX,No  
DS6F3MAJMH,Yes  
9EYCC9OBC7,No  
YGKV2WCET8,No  
HMP6459HV1,Yes  
AX3QSGFBJS,No  
GLOASB2SS3,Yes  
4SCDMOIXES,Yes  
EVR5FGOA2V,No  
3IEHLRAC1J,Yes  
LNLX16Z22V,No  
2UWSQZONNX,Yes  
F4Z3CSM5P0,Yes  
PHHYUTHSIS,Yes  
7TBJAUUTY3,No  
K5SBYOCWXQ,Yes  
X2QSTH8OYF,No  
6TDDHNF7AR,Yes  
MYWCSKDWZC,Yes  
E2Y187QTG5,No  
RXYEEQC1SF,Yes  
04Z48KXR44,No  
WI39BST54F,No  
AN7NQHVQ6M,No  
1HD0QC7OQA,No  
I0Y4X3HM7I,No  
FYSBO0OOY0,Yes  
Y2Q86NVEHH,Yes  
HZY0ZR24NU,No  
3B5ZTVDH71,Yes  
H4XWY4GZ9I,Yes  
S9B5W4YKCV,Yes  
MZTYZS4ZR4,No  
6UW46PH810,Yes  
HX1T9LTPIC,Yes  
W0W17R5ORT,Yes  
BR3QCEDBFR,No  
CAM3FLA3TU,Yes  
GP5JLIHS9U,No  
FHHG9M9C6X,No  
3QMC85K8Q8,I prefer not to answer  
NIEMI8G0IE,No  
E6YPQRWESW,No  
ZD398JV85K,No  
YYYIHPEICP,Yes  
07WHP9U93Y,Yes  
RH7Q0MPO5E,Yes  
ZY1ENAXIX7,Yes  
CODPZ9DLXR,I prefer not to answer  
NJHWJUIQ28,No  
VDXD29EFBQ,No  
L5Z8GPNB9C,No  
9374TFTWDJ,No  
CZ6VG0U1OU,No  
OA5TK3SQCY,No  
4IT8X9AECZ,Yes  
SW1UBS8RXT,No  
1SIQZGKCAM,I prefer not to answer  
ZYY233VO2O,Yes  
RMNJ914GM8,No  
8YACEH5Z3G,No  
MY47W7R347,No  
TKXHG31QJ9,Yes  
QB3F3DZG3O,Yes  
2Q90670RUW,Yes  
UJH0KZ2P37,I prefer not to answer  
LOO292A05T,No  
52MI3VWQP6,Yes  
49HO1ZDOZW,No  
68K3QSIJ9M,No  
LTPYBYIXED,Yes  
4AY1SZTD5Y,No  
LBB44JW8K1,I prefer not to answer  
UT1SK7SBTB,No  
OLZDZGMB6W,No  
HGSC04MP0B,No  
7R68608Q4W,No  
9HY44XT04N,Yes  
GIJO258U73,Yes  
WGI71QJAYV,I prefer not to answer  
0A8VH1CLBI,No  
DRPC4FCYAM,Yes  
2A2YBOCA6G,Yes  
QZUJ6RQY2Y,No  
4PBE7VZMC4,I prefer not to answer  
5PPXT5P246,No  
KW4H3ZS57E,Yes  
DXC1D8OXMQ,I prefer not to answer  
102E5DO9M0,I prefer not to answer  
HCF0C8EZOG,No  
0U38TZSJF2,I prefer not to answer  
F6QHRT6Z5C,No  
QWLTY97PA1,No  
L08MKX4WNP,No  
4D6AZKTDVG,Yes  
9J20GL2USP,No  
QBVZBTJ6XN,No  
XQEEYFS9KX,No  
USH78Q44ZG,Yes  
28AKP9OXTM,No  
P4BHWSVNF1,Yes  
B2SS0AVJMX,No  
6UJUZQ2BPP,Yes  
5DL5MTZ5C5,No  
3XBYRPR78N,No  
AHVTHOARZ8,No  
AZRINK8CRO,I prefer not to answer  
VIB678Z2BK,No  
036MVA5KQL,No  
ENFDPR69VT,Yes  
AURQ8AVFSY,No  
4LXK7W7JBL,Yes  
TA83EFC80X,No  
MTI355EX0N,No  
LG4JRTBEGX,Yes  
53O55B0DLN,No  
SD27D0QXRA,Yes  
MT99HI9DDT,Yes  
UR6UCOERVE,No  
E480PSCXFH,No  
UDLCWTIR92,Yes  
TP042SNELA,I prefer not to answer  
LJA3ENTQOF,Yes  
771462LW6I,No  
NYDBVAMLT5,Yes  
UKWQ9G2SQV,Yes  
N7DMWWRKVU,Yes  
4OLRRU15ZL,No  
E8TO8Z8TVN,No  
KU7JGZDT5V,No  
9F4X6AL976,No  
PVBHJZK0QU,No  
RJ0AOQYO9E,No  
